person 1,person 2,jaccard similarity
Erik Cambria,Lam Siew Kei,0.125
Erik Cambria,Lee Bu Sung,0.11111111111111116
Erik Cambria,Li Boyang,0.19999999999999996
Erik Cambria,Li Mo,0.125
Erik Cambria,Li Yi,0.19999999999999996
Erik Cambria,Lin Guosheng,0.19999999999999996
Erik Cambria,Lin Shang-Wei,0.16666666666666663
Erik Cambria,Liu Weichen,0.1428571428571429
Erik Cambria,Liu Yang,0.16666666666666663
Erik Cambria,Liu Ziwei,0.19999999999999996
Erik Cambria,Loke Yuan Ren,0.2222222222222222
Erik Cambria,Long Cheng,0.19999999999999996
Erik Cambria,Lu Shijian,0.0
Erik Cambria,Luo Jun,0.0
Erik Cambria,Luo Siqiang,0.19999999999999996
Erik Cambria,Luu Anh Tuan,0.19999999999999996
Erik Cambria,Miao Chun Yan,0.25
Erik Cambria,Mohamed M. Sabry,0.09090909090909094
Erik Cambria,Oh Hong Lye,0.19999999999999996
Erik Cambria,Ong Chin Ann,0.0
Erik Cambria,Owen Noel Newton Fernando,0.09999999999999998
Erik Cambria,Pan Xingang,0.0
Erik Cambria,Qian Kemao,0.11111111111111116
Erik Cambria,Seah Hock Soon,0.0
Erik Cambria,Shen Zhiqi,0.25
Erik Cambria,Siyuan Liu,0.125
Erik Cambria,Smitha K G,0.11111111111111116
Erik Cambria,Sourav Saha Bhowmick,0.11111111111111116
Erik Cambria,Sun Aixin,0.4
Erik Cambria,Tan Rui,0.11111111111111116
Erik Cambria,Vidya Sudarshan,0.0
Erik Cambria,Wai Kin Adams Kong,0.16666666666666663
Erik Cambria,Wang Wenya,0.0
Erik Cambria,Wee Keong NG,0.09999999999999998
Erik Cambria,Wei Yang Bryan Lim,0.125
Erik Cambria,Wei Ying,0.16666666666666663
Erik Cambria,Wen Yonggang,0.1428571428571429
Erik Cambria,Wentong Cai,0.16666666666666663
Erik Cambria,Yeo Chai Kiat,0.09999999999999998
Erik Cambria,Yu Han,0.4285714285714286
Erik Cambria,Zhang Hanwang,0.11111111111111116
Erik Cambria,Zhang Jie,0.4
Erik Cambria,Zhang Tianwei,0.19999999999999996
Erik Cambria,Zheng Jianmin,0.09999999999999998
Goh Wooi Boon,A S Madhukumar,0.4285714285714286
Goh Wooi Boon,Alexei Sourin,0.33333333333333337
Goh Wooi Boon,Anupam Chattopadhyay,0.2222222222222222
Goh Wooi Boon,Anwitaman Datta,0.19999999999999996
Goh Wooi Boon,Arvind Easwaran,0.19999999999999996
Goh Wooi Boon,Bo An,0.0
Goh Wooi Boon,Cham Tat Jen,0.4
Goh Wooi Boon,Chee Wei Tan,0.0
Goh Wooi Boon,Chen Change Loy,0.25
Goh Wooi Boon,Chia Liang Tien,0.33333333333333337
Goh Wooi Boon,Chng Eng Siong,0.0
Goh Wooi Boon,Cong Gao,0.1428571428571429
Goh Wooi Boon,Deepu Rajan,0.6
Goh Wooi Boon,Dmitrii Ustiugov,0.0
Goh Wooi Boon,Douglas Leslie Maskell,0.2857142857142857
Goh Wooi Boon,Dusit Niyato,0.4
Goh Wooi Boon,Erik Cambria,0.125
Goh Wooi Boon,Guan Cuntai,0.0
Goh Wooi Boon,He Ying,0.25
Goh Wooi Boon,Huang Shell Ying,0.125
Goh Wooi Boon,Hui Siu Cheung,0.2857142857142857
Goh Wooi Boon,Jagath Chandana Rajapakse,0.0
Goh Wooi Boon,Kwoh Chee Keong,0.125
Goh Wooi Boon,Lam Kwok Yan,0.125
Goh Wooi Boon,Lam Siew Kei,0.33333333333333337
Goh Wooi Boon,Lee Bu Sung,0.125
Goh Wooi Boon,Li Boyang,0.25
Goh Wooi Boon,Li Mo,0.1428571428571429
Goh Wooi Boon,Li Yi,0.25
Goh Wooi Boon,Lin Guosheng,0.25
Goh Wooi Boon,Lin Shang-Wei,0.19999999999999996
Goh Wooi Boon,Liu Weichen,0.16666666666666663
Goh Wooi Boon,Liu Yang,0.19999999999999996
Goh Wooi Boon,Liu Ziwei,0.25
Goh Wooi Boon,Loke Yuan Ren,0.6666666666666667
Goh Wooi Boon,Long Cheng,0.0
Goh Wooi Boon,Lu Shijian,0.0
Goh Wooi Boon,Luo Jun,0.0
Goh Wooi Boon,Luo Siqiang,0.25
Goh Wooi Boon,Luu Anh Tuan,0.25
Goh Wooi Boon,Miao Chun Yan,0.2857142857142857
Goh Wooi Boon,Mohamed M. Sabry,0.375
Goh Wooi Boon,Oh Hong Lye,0.25
Goh Wooi Boon,Ong Chin Ann,0.0
Goh Wooi Boon,Owen Noel Newton Fernando,0.25
Goh Wooi Boon,Pan Xingang,0.0
Goh Wooi Boon,Qian Kemao,0.5
Goh Wooi Boon,Seah Hock Soon,0.0
Goh Wooi Boon,Shen Zhiqi,0.0
Goh Wooi Boon,Siyuan Liu,0.0
Goh Wooi Boon,Smitha K G,0.5
Goh Wooi Boon,Sourav Saha Bhowmick,0.125
Goh Wooi Boon,Sun Aixin,0.0
Goh Wooi Boon,Tan Rui,0.125
Goh Wooi Boon,Vidya Sudarshan,0.0
Goh Wooi Boon,Wai Kin Adams Kong,0.19999999999999996
Goh Wooi Boon,Wang Wenya,0.0
Goh Wooi Boon,Wee Keong NG,0.25
Goh Wooi Boon,Wei Yang Bryan Lim,0.0
Goh Wooi Boon,Wei Ying,0.0
Goh Wooi Boon,Wen Yonggang,0.16666666666666663
Goh Wooi Boon,Wentong Cai,0.19999999999999996
Goh Wooi Boon,Yeo Chai Kiat,0.4285714285714286
Goh Wooi Boon,Yu Han,0.0
Goh Wooi Boon,Zhang Hanwang,0.5
Goh Wooi Boon,Zhang Jie,0.0
Goh Wooi Boon,Zhang Tianwei,0.25
Goh Wooi Boon,Zheng Jianmin,0.25
Guan Cuntai,A S Madhukumar,0.0
Guan Cuntai,Alexei Sourin,0.0
Guan Cuntai,Anupam Chattopadhyay,0.0
Guan Cuntai,Anwitaman Datta,0.0
Guan Cuntai,Arvind Easwaran,0.0
Guan Cuntai,Bo An,0.25
Guan Cuntai,Cham Tat Jen,0.0
Guan Cuntai,Chee Wei Tan,0.0
Guan Cuntai,Chen Change Loy,0.0
Guan Cuntai,Chia Liang Tien,0.0
Guan Cuntai,Chng Eng Siong,0.4
Guan Cuntai,Cong Gao,0.1428571428571429
Guan Cuntai,Deepu Rajan,0.0
Guan Cuntai,Dmitrii Ustiugov,0.0
Guan Cuntai,Douglas Leslie Maskell,0.0
Guan Cuntai,Dusit Niyato,0.0
Guan Cuntai,Erik Cambria,0.2857142857142857
Guan Cuntai,Goh Wooi Boon,0.0
Guan Cuntai,He Ying,0.0
Guan Cuntai,Huang Shell Ying,0.0
Guan Cuntai,Hui Siu Cheung,0.0
Guan Cuntai,Jagath Chandana Rajapakse,0.33333333333333337
Guan Cuntai,Kwoh Chee Keong,0.0
Guan Cuntai,Lam Kwok Yan,0.0
Guan Cuntai,Lam Siew Kei,0.0
Guan Cuntai,Lee Bu Sung,0.0
Guan Cuntai,Li Boyang,0.0
Guan Cuntai,Li Mo,0.0
Guan Cuntai,Li Yi,0.0
Guan Cuntai,Lin Guosheng,0.0
Guan Cuntai,Lin Shang-Wei,0.0
Guan Cuntai,Liu Weichen,0.0
Guan Cuntai,Liu Yang,0.0
Guan Cuntai,Liu Ziwei,0.0
Guan Cuntai,Loke Yuan Ren,0.0
Guan Cuntai,Long Cheng,0.0
Guan Cuntai,Lu Shijian,0.0
Guan Cuntai,Luo Jun,0.0
Guan Cuntai,Luo Siqiang,0.0
Guan Cuntai,Luu Anh Tuan,0.0
Guan Cuntai,Miao Chun Yan,0.125
Guan Cuntai,Mohamed M. Sabry,0.0
Guan Cuntai,Oh Hong Lye,0.0
Guan Cuntai,Ong Chin Ann,0.0
Guan Cuntai,Owen Noel Newton Fernando,0.0
Guan Cuntai,Pan Xingang,0.0
Guan Cuntai,Qian Kemao,0.0
Guan Cuntai,Seah Hock Soon,0.0
Guan Cuntai,Shen Zhiqi,0.2857142857142857
Guan Cuntai,Siyuan Liu,0.1428571428571429
Guan Cuntai,Smitha K G,0.125
Guan Cuntai,Sourav Saha Bhowmick,0.0
Guan Cuntai,Sun Aixin,0.19999999999999996
Guan Cuntai,Tan Rui,0.0
Guan Cuntai,Vidya Sudarshan,0.0
Guan Cuntai,Wai Kin Adams Kong,0.0
Guan Cuntai,Wang Wenya,0.0
Guan Cuntai,Wee Keong NG,0.0
Guan Cuntai,Wei Yang Bryan Lim,0.1428571428571429
Guan Cuntai,Wei Ying,0.5
Guan Cuntai,Wen Yonggang,0.0
Guan Cuntai,Wentong Cai,0.0
Guan Cuntai,Yeo Chai Kiat,0.0
Guan Cuntai,Yu Han,0.2857142857142857
Guan Cuntai,Zhang Hanwang,0.0
Guan Cuntai,Zhang Jie,0.5
Guan Cuntai,Zhang Tianwei,0.0
Guan Cuntai,Zheng Jianmin,0.0
He Ying,A S Madhukumar,0.16666666666666663
He Ying,Alexei Sourin,0.25
He Ying,Anupam Chattopadhyay,0.1428571428571429
He Ying,Anwitaman Datta,0.5
He Ying,Arvind Easwaran,0.5
He Ying,Bo An,0.0
He Ying,Cham Tat Jen,0.33333333333333337
He Ying,Chee Wei Tan,0.0
He Ying,Chen Change Loy,1.0
He Ying,Chia Liang Tien,0.25
He Ying,Chng Eng Siong,0.0
He Ying,Cong Gao,0.25
He Ying,Deepu Rajan,0.25
He Ying,Dmitrii Ustiugov,0.0
He Ying,Douglas Leslie Maskell,0.19999999999999996
He Ying,Dusit Niyato,0.33333333333333337
He Ying,Erik Cambria,0.19999999999999996
He Ying,Goh Wooi Boon,0.25
He Ying,Guan Cuntai,0.0
He Ying,Huang Shell Ying,0.19999999999999996
He Ying,Hui Siu Cheung,0.19999999999999996
He Ying,Jagath Chandana Rajapakse,0.0
He Ying,Kwoh Chee Keong,0.19999999999999996
He Ying,Lam Kwok Yan,0.19999999999999996
He Ying,Lam Siew Kei,0.25
He Ying,Lee Bu Sung,0.19999999999999996
He Ying,Li Boyang,1.0
He Ying,Li Mo,0.25
He Ying,Li Yi,1.0
He Ying,Lin Guosheng,1.0
He Ying,Lin Shang-Wei,0.5
He Ying,Liu Weichen,0.33333333333333337
He Ying,Liu Yang,0.5
He Ying,Liu Ziwei,1.0
He Ying,Loke Yuan Ren,0.16666666666666663
He Ying,Long Cheng,0.0
He Ying,Lu Shijian,0.0
He Ying,Luo Jun,0.0
He Ying,Luo Siqiang,1.0
He Ying,Luu Anh Tuan,1.0
He Ying,Miao Chun Yan,0.19999999999999996
He Ying,Mohamed M. Sabry,0.1428571428571429
He Ying,Oh Hong Lye,1.0
He Ying,Ong Chin Ann,0.0
He Ying,Owen Noel Newton Fernando,0.16666666666666663
He Ying,Pan Xingang,0.0
He Ying,Qian Kemao,0.19999999999999996
He Ying,Seah Hock Soon,0.0
He Ying,Shen Zhiqi,0.0
He Ying,Siyuan Liu,0.0
He Ying,Smitha K G,0.19999999999999996
He Ying,Sourav Saha Bhowmick,0.19999999999999996
He Ying,Sun Aixin,0.0
He Ying,Tan Rui,0.19999999999999996
He Ying,Vidya Sudarshan,0.0
He Ying,Wai Kin Adams Kong,0.5
He Ying,Wang Wenya,0.0
He Ying,Wee Keong NG,0.16666666666666663
He Ying,Wei Yang Bryan Lim,0.0
He Ying,Wei Ying,0.0
He Ying,Wen Yonggang,0.33333333333333337
He Ying,Wentong Cai,0.5
He Ying,Yeo Chai Kiat,0.16666666666666663
He Ying,Yu Han,0.0
He Ying,Zhang Hanwang,0.19999999999999996
He Ying,Zhang Jie,0.0
He Ying,Zhang Tianwei,1.0
He Ying,Zheng Jianmin,0.16666666666666663
Huang Shell Ying,A S Madhukumar,0.2222222222222222
Huang Shell Ying,Alexei Sourin,0.125
Huang Shell Ying,Anupam Chattopadhyay,0.09090909090909094
Huang Shell Ying,Anwitaman Datta,0.4
Huang Shell Ying,Arvind Easwaran,0.16666666666666663
Huang Shell Ying,Bo An,0.0
Huang Shell Ying,Cham Tat Jen,0.33333333333333337
Huang Shell Ying,Chee Wei Tan,0.0
Huang Shell Ying,Chen Change Loy,0.19999999999999996
Huang Shell Ying,Chia Liang Tien,0.2857142857142857
Huang Shell Ying,Chng Eng Siong,0.0
Huang Shell Ying,Cong Gao,0.125
Huang Shell Ying,Deepu Rajan,0.2857142857142857
Huang Shell Ying,Dmitrii Ustiugov,0.16666666666666663
Huang Shell Ying,Douglas Leslie Maskell,0.11111111111111116
Huang Shell Ying,Dusit Niyato,0.1428571428571429
Huang Shell Ying,Erik Cambria,0.11111111111111116
Huang Shell Ying,Goh Wooi Boon,0.125
Huang Shell Ying,Guan Cuntai,0.0
Huang Shell Ying,He Ying,0.19999999999999996
Huang Shell Ying,Hui Siu Cheung,0.25
Huang Shell Ying,Jagath Chandana Rajapakse,0.0
Huang Shell Ying,Kwoh Chee Keong,0.25
Huang Shell Ying,Lam Kwok Yan,0.25
Huang Shell Ying,Lam Siew Kei,0.125
Huang Shell Ying,Lee Bu Sung,0.4285714285714286
Huang Shell Ying,Li Boyang,0.19999999999999996
Huang Shell Ying,Li Mo,0.125
Huang Shell Ying,Li Yi,0.19999999999999996
Huang Shell Ying,Lin Guosheng,0.19999999999999996
Huang Shell Ying,Lin Shang-Wei,0.16666666666666663
Huang Shell Ying,Liu Weichen,0.1428571428571429
Huang Shell Ying,Liu Yang,0.16666666666666663
Huang Shell Ying,Liu Ziwei,0.19999999999999996
Huang Shell Ying,Loke Yuan Ren,0.09999999999999998
Huang Shell Ying,Long Cheng,0.0
Huang Shell Ying,Lu Shijian,0.0
Huang Shell Ying,Luo Jun,0.0
Huang Shell Ying,Luo Siqiang,0.19999999999999996
Huang Shell Ying,Luu Anh Tuan,0.19999999999999996
Huang Shell Ying,Miao Chun Yan,0.25
Huang Shell Ying,Mohamed M. Sabry,0.19999999999999996
Huang Shell Ying,Oh Hong Lye,0.19999999999999996
Huang Shell Ying,Ong Chin Ann,0.0
Huang Shell Ying,Owen Noel Newton Fernando,0.2222222222222222
Huang Shell Ying,Pan Xingang,0.0
Huang Shell Ying,Qian Kemao,0.11111111111111116
Huang Shell Ying,Seah Hock Soon,0.1428571428571429
Huang Shell Ying,Shen Zhiqi,0.0
Huang Shell Ying,Siyuan Liu,0.0
Huang Shell Ying,Smitha K G,0.11111111111111116
Huang Shell Ying,Sourav Saha Bhowmick,0.11111111111111116
Huang Shell Ying,Sun Aixin,0.0
Huang Shell Ying,Tan Rui,0.25
Huang Shell Ying,Vidya Sudarshan,0.0
Huang Shell Ying,Wai Kin Adams Kong,0.16666666666666663
Huang Shell Ying,Wang Wenya,0.0
Huang Shell Ying,Wee Keong NG,0.2222222222222222
Huang Shell Ying,Wei Yang Bryan Lim,0.125
Huang Shell Ying,Wei Ying,0.0
Huang Shell Ying,Wen Yonggang,0.33333333333333337
Huang Shell Ying,Wentong Cai,0.4
Huang Shell Ying,Yeo Chai Kiat,0.2222222222222222
Huang Shell Ying,Yu Han,0.11111111111111116
Huang Shell Ying,Zhang Hanwang,0.11111111111111116
Huang Shell Ying,Zhang Jie,0.0
Huang Shell Ying,Zhang Tianwei,0.19999999999999996
Huang Shell Ying,Zheng Jianmin,0.09999999999999998
Hui Siu Cheung,A S Madhukumar,0.5714285714285714
Hui Siu Cheung,Alexei Sourin,0.2857142857142857
Hui Siu Cheung,Anupam Chattopadhyay,0.09090909090909094
Hui Siu Cheung,Anwitaman Datta,0.16666666666666663
Hui Siu Cheung,Arvind Easwaran,0.16666666666666663
Hui Siu Cheung,Bo An,0.0
Hui Siu Cheung,Cham Tat Jen,0.6
Hui Siu Cheung,Chee Wei Tan,0.0
Hui Siu Cheung,Chen Change Loy,0.19999999999999996
Hui Siu Cheung,Chia Liang Tien,0.8
Hui Siu Cheung,Chng Eng Siong,0.0
Hui Siu Cheung,Cong Gao,0.125
Hui Siu Cheung,Deepu Rajan,0.5
Hui Siu Cheung,Dmitrii Ustiugov,0.0
Hui Siu Cheung,Douglas Leslie Maskell,0.11111111111111116
Hui Siu Cheung,Dusit Niyato,0.1428571428571429
Hui Siu Cheung,Erik Cambria,0.11111111111111116
Hui Siu Cheung,Goh Wooi Boon,0.2857142857142857
Hui Siu Cheung,Guan Cuntai,0.0
Hui Siu Cheung,He Ying,0.19999999999999996
Hui Siu Cheung,Huang Shell Ying,0.25
Hui Siu Cheung,Jagath Chandana Rajapakse,0.0
Hui Siu Cheung,Kwoh Chee Keong,0.25
Hui Siu Cheung,Lam Kwok Yan,0.25
Hui Siu Cheung,Lam Siew Kei,0.125
Hui Siu Cheung,Lee Bu Sung,0.4285714285714286
Hui Siu Cheung,Li Boyang,0.19999999999999996
Hui Siu Cheung,Li Mo,0.2857142857142857
Hui Siu Cheung,Li Yi,0.19999999999999996
Hui Siu Cheung,Lin Guosheng,0.19999999999999996
Hui Siu Cheung,Lin Shang-Wei,0.16666666666666663
Hui Siu Cheung,Liu Weichen,0.1428571428571429
Hui Siu Cheung,Liu Yang,0.16666666666666663
Hui Siu Cheung,Liu Ziwei,0.19999999999999996
Hui Siu Cheung,Loke Yuan Ren,0.375
Hui Siu Cheung,Long Cheng,0.0
Hui Siu Cheung,Lu Shijian,0.0
Hui Siu Cheung,Luo Jun,0.0
Hui Siu Cheung,Luo Siqiang,0.19999999999999996
Hui Siu Cheung,Luu Anh Tuan,0.19999999999999996
Hui Siu Cheung,Miao Chun Yan,0.6666666666666667
Hui Siu Cheung,Mohamed M. Sabry,0.09090909090909094
Hui Siu Cheung,Oh Hong Lye,0.19999999999999996
Hui Siu Cheung,Ong Chin Ann,0.0
Hui Siu Cheung,Owen Noel Newton Fernando,0.375
Hui Siu Cheung,Pan Xingang,0.0
Hui Siu Cheung,Qian Kemao,0.25
Hui Siu Cheung,Seah Hock Soon,0.0
Hui Siu Cheung,Shen Zhiqi,0.0
Hui Siu Cheung,Siyuan Liu,0.0
Hui Siu Cheung,Smitha K G,0.11111111111111116
Hui Siu Cheung,Sourav Saha Bhowmick,0.11111111111111116
Hui Siu Cheung,Sun Aixin,0.0
Hui Siu Cheung,Tan Rui,0.4285714285714286
Hui Siu Cheung,Vidya Sudarshan,0.0
Hui Siu Cheung,Wai Kin Adams Kong,0.16666666666666663
Hui Siu Cheung,Wang Wenya,0.0
Hui Siu Cheung,Wee Keong NG,0.5714285714285714
Hui Siu Cheung,Wei Yang Bryan Lim,0.0
Hui Siu Cheung,Wei Ying,0.0
Hui Siu Cheung,Wen Yonggang,0.6
Hui Siu Cheung,Wentong Cai,0.16666666666666663
Hui Siu Cheung,Yeo Chai Kiat,0.5714285714285714
Hui Siu Cheung,Yu Han,0.0
Hui Siu Cheung,Zhang Hanwang,0.4285714285714286
Hui Siu Cheung,Zhang Jie,0.0
Hui Siu Cheung,Zhang Tianwei,0.19999999999999996
Hui Siu Cheung,Zheng Jianmin,0.375
Jagath Chandana Rajapakse,A S Madhukumar,0.0
Jagath Chandana Rajapakse,Alexei Sourin,0.0
Jagath Chandana Rajapakse,Anupam Chattopadhyay,0.0
Jagath Chandana Rajapakse,Anwitaman Datta,0.0
Jagath Chandana Rajapakse,Arvind Easwaran,0.0
Jagath Chandana Rajapakse,Bo An,0.2727272727272727
Jagath Chandana Rajapakse,Cham Tat Jen,0.0
Jagath Chandana Rajapakse,Chee Wei Tan,0.0
Jagath Chandana Rajapakse,Chen Change Loy,0.0
Jagath Chandana Rajapakse,Chia Liang Tien,0.0
Jagath Chandana Rajapakse,Chng Eng Siong,0.2222222222222222
Jagath Chandana Rajapakse,Cong Gao,0.09090909090909094
Jagath Chandana Rajapakse,Deepu Rajan,0.0
Jagath Chandana Rajapakse,Dmitrii Ustiugov,0.0
Jagath Chandana Rajapakse,Douglas Leslie Maskell,0.0
Jagath Chandana Rajapakse,Dusit Niyato,0.0
Jagath Chandana Rajapakse,Erik Cambria,0.30000000000000004
Jagath Chandana Rajapakse,Goh Wooi Boon,0.0
Jagath Chandana Rajapakse,Guan Cuntai,0.33333333333333337
Jagath Chandana Rajapakse,He Ying,0.0
Jagath Chandana Rajapakse,Huang Shell Ying,0.0
Jagath Chandana Rajapakse,Hui Siu Cheung,0.0
Jagath Chandana Rajapakse,Kwoh Chee Keong,0.0
Jagath Chandana Rajapakse,Lam Kwok Yan,0.0
Jagath Chandana Rajapakse,Lam Siew Kei,0.0
Jagath Chandana Rajapakse,Lee Bu Sung,0.0
Jagath Chandana Rajapakse,Li Boyang,0.0
Jagath Chandana Rajapakse,Li Mo,0.0
Jagath Chandana Rajapakse,Li Yi,0.0
Jagath Chandana Rajapakse,Lin Guosheng,0.0
Jagath Chandana Rajapakse,Lin Shang-Wei,0.0
Jagath Chandana Rajapakse,Liu Weichen,0.0
Jagath Chandana Rajapakse,Liu Yang,0.0
Jagath Chandana Rajapakse,Liu Ziwei,0.0
Jagath Chandana Rajapakse,Loke Yuan Ren,0.0
Jagath Chandana Rajapakse,Long Cheng,0.125
Jagath Chandana Rajapakse,Lu Shijian,0.08333333333333337
Jagath Chandana Rajapakse,Luo Jun,0.0
Jagath Chandana Rajapakse,Luo Siqiang,0.0
Jagath Chandana Rajapakse,Luu Anh Tuan,0.0
Jagath Chandana Rajapakse,Miao Chun Yan,0.08333333333333337
Jagath Chandana Rajapakse,Mohamed M. Sabry,0.0
Jagath Chandana Rajapakse,Oh Hong Lye,0.0
Jagath Chandana Rajapakse,Ong Chin Ann,0.0
Jagath Chandana Rajapakse,Owen Noel Newton Fernando,0.0
Jagath Chandana Rajapakse,Pan Xingang,0.0
Jagath Chandana Rajapakse,Qian Kemao,0.0
Jagath Chandana Rajapakse,Seah Hock Soon,0.0
Jagath Chandana Rajapakse,Shen Zhiqi,0.18181818181818177
Jagath Chandana Rajapakse,Siyuan Liu,0.09090909090909094
Jagath Chandana Rajapakse,Smitha K G,0.0
Jagath Chandana Rajapakse,Sourav Saha Bhowmick,0.0
Jagath Chandana Rajapakse,Sun Aixin,0.25
Jagath Chandana Rajapakse,Tan Rui,0.0
Jagath Chandana Rajapakse,Vidya Sudarshan,0.0
Jagath Chandana Rajapakse,Wai Kin Adams Kong,0.0
Jagath Chandana Rajapakse,Wang Wenya,0.0
Jagath Chandana Rajapakse,Wee Keong NG,0.0
Jagath Chandana Rajapakse,Wei Yang Bryan Lim,0.09090909090909094
Jagath Chandana Rajapakse,Wei Ying,0.25
Jagath Chandana Rajapakse,Wen Yonggang,0.0
Jagath Chandana Rajapakse,Wentong Cai,0.0
Jagath Chandana Rajapakse,Yeo Chai Kiat,0.0
Jagath Chandana Rajapakse,Yu Han,0.30000000000000004
Jagath Chandana Rajapakse,Zhang Hanwang,0.0
Jagath Chandana Rajapakse,Zhang Jie,0.25
Jagath Chandana Rajapakse,Zhang Tianwei,0.0
Jagath Chandana Rajapakse,Zheng Jianmin,0.0
Kwoh Chee Keong,A S Madhukumar,0.09999999999999998
Kwoh Chee Keong,Alexei Sourin,0.125
Kwoh Chee Keong,Anupam Chattopadhyay,0.09090909090909094
Kwoh Chee Keong,Anwitaman Datta,0.16666666666666663
Kwoh Chee Keong,Arvind Easwaran,0.16666666666666663
Kwoh Chee Keong,Bo An,0.0
Kwoh Chee Keong,Cham Tat Jen,0.1428571428571429
Kwoh Chee Keong,Chee Wei Tan,0.0
Kwoh Chee Keong,Chen Change Loy,0.19999999999999996
Kwoh Chee Keong,Chia Liang Tien,0.125
Kwoh Chee Keong,Chng Eng Siong,0.0
Kwoh Chee Keong,Cong Gao,0.125
Kwoh Chee Keong,Deepu Rajan,0.125
Kwoh Chee Keong,Dmitrii Ustiugov,0.0
Kwoh Chee Keong,Douglas Leslie Maskell,0.11111111111111116
Kwoh Chee Keong,Dusit Niyato,0.1428571428571429
Kwoh Chee Keong,Erik Cambria,0.11111111111111116
Kwoh Chee Keong,Goh Wooi Boon,0.125
Kwoh Chee Keong,Guan Cuntai,0.0
Kwoh Chee Keong,He Ying,0.19999999999999996
Kwoh Chee Keong,Huang Shell Ying,0.25
Kwoh Chee Keong,Hui Siu Cheung,0.25
Kwoh Chee Keong,Jagath Chandana Rajapakse,0.0
Kwoh Chee Keong,Lam Kwok Yan,0.11111111111111116
Kwoh Chee Keong,Lam Siew Kei,0.125
Kwoh Chee Keong,Lee Bu Sung,0.11111111111111116
Kwoh Chee Keong,Li Boyang,0.19999999999999996
Kwoh Chee Keong,Li Mo,0.125
Kwoh Chee Keong,Li Yi,0.19999999999999996
Kwoh Chee Keong,Lin Guosheng,0.19999999999999996
Kwoh Chee Keong,Lin Shang-Wei,0.16666666666666663
Kwoh Chee Keong,Liu Weichen,0.1428571428571429
Kwoh Chee Keong,Liu Yang,0.16666666666666663
Kwoh Chee Keong,Liu Ziwei,0.19999999999999996
Kwoh Chee Keong,Loke Yuan Ren,0.2222222222222222
Kwoh Chee Keong,Long Cheng,0.0
Kwoh Chee Keong,Lu Shijian,0.0
Kwoh Chee Keong,Luo Jun,0.0
Kwoh Chee Keong,Luo Siqiang,0.19999999999999996
Kwoh Chee Keong,Luu Anh Tuan,0.19999999999999996
Kwoh Chee Keong,Miao Chun Yan,0.11111111111111116
Kwoh Chee Keong,Mohamed M. Sabry,0.19999999999999996
Kwoh Chee Keong,Oh Hong Lye,0.19999999999999996
Kwoh Chee Keong,Ong Chin Ann,0.0
Kwoh Chee Keong,Owen Noel Newton Fernando,0.09999999999999998
Kwoh Chee Keong,Pan Xingang,0.0
Kwoh Chee Keong,Qian Kemao,0.11111111111111116
Kwoh Chee Keong,Seah Hock Soon,0.0
Kwoh Chee Keong,Shen Zhiqi,0.0
Kwoh Chee Keong,Siyuan Liu,0.0
Kwoh Chee Keong,Smitha K G,0.11111111111111116
Kwoh Chee Keong,Sourav Saha Bhowmick,0.25
Kwoh Chee Keong,Sun Aixin,0.0
Kwoh Chee Keong,Tan Rui,0.11111111111111116
Kwoh Chee Keong,Vidya Sudarshan,0.0
Kwoh Chee Keong,Wai Kin Adams Kong,0.16666666666666663
Kwoh Chee Keong,Wang Wenya,0.0
Kwoh Chee Keong,Wee Keong NG,0.09999999999999998
Kwoh Chee Keong,Wei Yang Bryan Lim,0.0
Kwoh Chee Keong,Wei Ying,0.0
Kwoh Chee Keong,Wen Yonggang,0.1428571428571429
Kwoh Chee Keong,Wentong Cai,0.16666666666666663
Kwoh Chee Keong,Yeo Chai Kiat,0.09999999999999998
Kwoh Chee Keong,Yu Han,0.0
Kwoh Chee Keong,Zhang Hanwang,0.25
Kwoh Chee Keong,Zhang Jie,0.0
Kwoh Chee Keong,Zhang Tianwei,0.19999999999999996
Kwoh Chee Keong,Zheng Jianmin,0.2222222222222222
Lam Kwok Yan,A S Madhukumar,0.2222222222222222
Lam Kwok Yan,Alexei Sourin,0.2857142857142857
Lam Kwok Yan,Anupam Chattopadhyay,0.19999999999999996
Lam Kwok Yan,Anwitaman Datta,0.16666666666666663
Lam Kwok Yan,Arvind Easwaran,0.16666666666666663
Lam Kwok Yan,Bo An,0.09999999999999998
Lam Kwok Yan,Cham Tat Jen,0.33333333333333337
Lam Kwok Yan,Chee Wei Tan,0.0
Lam Kwok Yan,Chen Change Loy,0.19999999999999996
Lam Kwok Yan,Chia Liang Tien,0.2857142857142857
Lam Kwok Yan,Chng Eng Siong,0.1428571428571429
Lam Kwok Yan,Cong Gao,0.2857142857142857
Lam Kwok Yan,Deepu Rajan,0.2857142857142857
Lam Kwok Yan,Dmitrii Ustiugov,0.0
Lam Kwok Yan,Douglas Leslie Maskell,0.11111111111111116
Lam Kwok Yan,Dusit Niyato,0.1428571428571429
Lam Kwok Yan,Erik Cambria,0.11111111111111116
Lam Kwok Yan,Goh Wooi Boon,0.125
Lam Kwok Yan,Guan Cuntai,0.0
Lam Kwok Yan,He Ying,0.19999999999999996
Lam Kwok Yan,Huang Shell Ying,0.25
Lam Kwok Yan,Hui Siu Cheung,0.25
Lam Kwok Yan,Jagath Chandana Rajapakse,0.0
